2024-03-15 13:15:11,528 INFO    StreamThr :34633 [internal.py:wandb_internal():86] W&B internal server running at pid: 34633, started at: 2024-03-15 13:15:11.527748
2024-03-15 13:15:11,528 DEBUG   HandlerThread:34633 [handler.py:handle_request():146] handle_request: status
2024-03-15 13:15:11,530 INFO    WriterThread:34633 [datastore.py:open_for_write():87] open: /Users/ethanreid/Documents/DevProjects/Research/DeepHopfieldNetworks/wandb/run-20240315_131511-8a65k4or/run-8a65k4or.wandb
2024-03-15 13:15:11,530 DEBUG   SenderThread:34633 [sender.py:send():382] send: header
2024-03-15 13:15:11,553 DEBUG   SenderThread:34633 [sender.py:send():382] send: run
2024-03-15 13:15:11,833 INFO    SenderThread:34633 [dir_watcher.py:__init__():211] watching files in: /Users/ethanreid/Documents/DevProjects/Research/DeepHopfieldNetworks/wandb/run-20240315_131511-8a65k4or/files
2024-03-15 13:15:11,833 INFO    SenderThread:34633 [sender.py:_start_run_threads():1136] run started: 8a65k4or with start time 1710526511.527523
2024-03-15 13:15:11,844 DEBUG   HandlerThread:34633 [handler.py:handle_request():146] handle_request: check_version
2024-03-15 13:15:11,844 DEBUG   SenderThread:34633 [sender.py:send_request():409] send_request: check_version
2024-03-15 13:15:11,920 DEBUG   HandlerThread:34633 [handler.py:handle_request():146] handle_request: run_start
2024-03-15 13:15:11,926 DEBUG   HandlerThread:34633 [system_info.py:__init__():27] System info init
2024-03-15 13:15:11,927 DEBUG   HandlerThread:34633 [system_info.py:__init__():42] System info init done
2024-03-15 13:15:11,927 INFO    HandlerThread:34633 [system_monitor.py:start():194] Starting system monitor
2024-03-15 13:15:11,927 INFO    SystemMonitor:34633 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-15 13:15:11,927 INFO    HandlerThread:34633 [system_monitor.py:probe():214] Collecting system info
2024-03-15 13:15:11,927 INFO    SystemMonitor:34633 [interfaces.py:start():190] Started cpu monitoring
2024-03-15 13:15:11,927 DEBUG   HandlerThread:34633 [system_info.py:probe():151] Probing system
2024-03-15 13:15:11,929 INFO    SystemMonitor:34633 [interfaces.py:start():190] Started disk monitoring
2024-03-15 13:15:11,930 INFO    SystemMonitor:34633 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-15 13:15:11,932 INFO    SystemMonitor:34633 [interfaces.py:start():190] Started memory monitoring
2024-03-15 13:15:11,932 INFO    SystemMonitor:34633 [interfaces.py:start():190] Started network monitoring
2024-03-15 13:15:11,936 DEBUG   HandlerThread:34633 [system_info.py:_probe_git():136] Probing git
2024-03-15 13:15:11,962 DEBUG   HandlerThread:34633 [system_info.py:_probe_git():144] Probing git done
2024-03-15 13:15:11,962 DEBUG   HandlerThread:34633 [system_info.py:probe():199] Probing system done
2024-03-15 13:15:11,962 DEBUG   HandlerThread:34633 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2024-03-15T18:15:11.929425', 'startedAt': '2024-03-15T18:15:11.521430', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/ethanreid/Documents/DevProjects/Research/DeepHopfieldNetworks/run_energy_transformer.py', 'codePathLocal': 'run_energy_transformer.py', 'codePath': 'run_energy_transformer.py', 'git': {'remote': 'https://github.com/EthanReid/DeepHopfieldNetworks.git', 'commit': '5c6461476ce2c61c7d96046c100de6a6f9a5bbc8'}, 'email': 'erpreid@gmail.com', 'root': '/Users/ethanreid/Documents/DevProjects/Research/DeepHopfieldNetworks', 'host': 'Ethans-MBP-16.attlocal.net', 'username': 'ethanreid', 'executable': '/Users/ethanreid/Documents/DevProjects/Books/advancedDeepLearningWithPython/.venv/bin/python3', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 926.3517189025879, 'used': 9.43375015258789}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 64.0}}
2024-03-15 13:15:11,962 INFO    HandlerThread:34633 [system_monitor.py:probe():224] Finished collecting system info
2024-03-15 13:15:11,962 INFO    HandlerThread:34633 [system_monitor.py:probe():227] Publishing system info
